"","MB01","MB02","MB03","MB14","MB19","MB47","MB50","MB51","MB52","MB53","MB04","MB05","MB06","MB24","MB25","MB40","MB43","MB46","MB49","MB55","MB08","MB09","MB10","MB16","MB17","MB22","MB07","MB13","MB15","MB20","MB39","MB48","MB54","MB21","MB30","MB31","MB33","MB34"
"LEG1",-1.97962,-2.95065,-3.06376,-1.60182,-1.9741,-3.00868,-2.06279,-2.03144,-2.93051,-1.6429,-0.927611,-1.72772,-0.31962,-1.3471,-0.802646,-0.085421,-0.256654,-1.18934,-0.665505,-0.603268,-1.75445,-3.07701,-1.5145,-3.25801,-1.54057,-2.17575,-2.58095,-2.96783,-2.91429,-3.59634,-1.03244,-2.75125,-2.81129,0.180306,-1.60448,-0.839288,-0.055124,-0.0804297
"CC124",0.72657,-0.477495,0.397489,0.204453,-0.289931,-0.520221,0.58422,-0.109034,-0.00516061,-0.101267,-1.64139,0.0895657,-0.742654,-0.457539,-0.413036,0.18067,-0.730397,-0.171881,-0.0451922,-0.457419,-0.333515,-0.434408,-0.470293,-0.356106,-0.342272,-0.372385,-0.828854,-0.70744,-0.862195,-0.0988755,-0.325512,-0.098156,-0.176961,-0.496718,0.394148,-0.229934,-0.296777,0.298833
"PFD6",0.116095,-0.446006,-0.313465,-0.142632,-1.21957,-0.682044,-0.665202,-0.741264,-0.235141,-0.138332,-0.905955,0.0235804,-0.75316,-0.442571,-0.241208,-0.0932717,-0.775956,0.26392,-0.291335,-0.55616,-0.932852,-0.786076,-0.824995,-0.783764,-0.789153,-0.85262,-0.756111,-0.699823,-0.345933,-0.20267,-0.0459918,-0.275932,-0.218621,-1.22893,-0.578195,-0.830147,-0.901136,-0.688671
"YLPM1",0.473517,0.997394,0.614175,0.965623,0.82761,1.45801,0.415503,1.27007,0.297915,0.981858,0.405442,-0.0486806,0.589368,0.689828,0.419937,0.514427,1.04046,0.14179,0.75904,0.456211,0.947273,1.79863,0.745854,0.887403,1.27955,0.791505,1.05144,0.737483,1.05237,0.677416,0.124317,1.14347,1.58377,1.12656,0.915907,0.917737,1.32235,1.24994
"RABP2",-6.59791,-3.3001,-5.65323,-2.22348,-3.34843,-2.28028,-5.46295,-3.33895,-4.44473,-2.44848,-6.54487,-4.00947,-4.68811,-6.30746,-4.40237,-5.22195,-4.87893,-5.70398,-3.57501,-5.64866,-4.69418,-1.01663,-5.21586,-6.57051,-5.25314,-4.38582,-0.689423,-0.866245,-6.9506,-5.6006,-2.65253,-4.144,0.0689603,-0.422592,0.598138,0.795173,0.952042,0.406517
"OAS3",NA,-0.327693,-3.08942,0.209422,-1.49965,NA,NA,-1.23942,-2.23453,-0.0460859,2.38457,0.319649,0.164658,0.520713,-0.636897,NA,0.719249,-0.461342,-0.362079,-0.34183,0.694792,-3.77235,-0.301372,1.91517,-0.0153248,1.0154,NA,0.41796,NA,0.428004,-1.60771,0.835415,NA,0.762835,NA,0.588947,0.412665,0.257831
"DPOA2",-0.372835,-0.625216,0.0949391,-0.947199,-1.23735,-0.583816,-0.110533,-1.32611,-0.858199,-0.5031,-1.89383,1.18428,-1.0355,0.212958,-1.72208,-1.03376,-0.140783,-0.581749,-0.916461,-0.370896,-1.8924,-3.46888,-2.94081,-1.33206,-1.71827,-1.72544,NA,-2.89734,-0.615431,NA,-0.706949,-0.0113305,-1.5948,NA,-0.339319,NA,-0.767295,-0.957068
"ROA3",0.963161,-3.93721,1.04594,0.000342709,1.05546,1.52875,0.854303,0.921936,0.870693,0.911724,0.759967,0.673231,0.802293,0.821217,0.448826,0.800547,1.1646,0.510406,0.80957,0.70887,0.963881,1.33203,0.873049,0.970337,1.15863,0.964313,1.22714,0.984882,1.03875,0.389425,1.03154,1.16685,1.70383,0.935892,0.875297,0.942829,0.950612,1.05126
"RS17L",-0.386838,-1.28257,-0.441115,-1.24722,-1.4185,-1.92127,-0.685813,-1.05811,-0.925479,-0.918806,-2.00518,-0.607755,-1.66778,-1.33794,-1.44285,-1.23927,-1.144,-1.62315,-1.61786,-1.61285,-1.92852,-1.7932,-2.15884,-2.31019,-1.98287,-2.20726,-2.17742,-2.14584,-2.09944,-2.00759,-1.64108,-1.8024,-1.75419,-1.28085,-1.06969,-1.10524,-1.35852,-1.56079
"THIO",-0.225583,-0.131621,0.0145342,0.835486,-1.02451,-1.17355,-0.734383,-0.861339,1.06399,0.179419,-0.714289,-0.174774,-1.58063,-0.126446,-0.940021,-0.896997,-0.597496,0.477176,-1.7118,-0.072168,-2.33439,-1.10505,-1.35643,-1.39317,-2.00009,-0.867129,-1.08629,-0.540039,-1.51115,-0.454416,-0.371424,-0.555557,-1.12711,-0.975684,-0.0875771,-0.247212,0.141285,0.405359
"GGA1",0.246526,1.20066,0.808766,0.866224,0.0639052,NA,NA,NA,0.85065,2.0303,0.57142,1.09811,0.707989,NA,1.11032,1.69684,0.494142,0.822863,NA,1.2219,0.833411,0.433322,0.649958,0.935752,0.392696,0.575082,0.724293,0.696907,NA,0.595647,0.470037,NA,NA,-0.418406,NA,-0.513893,0.403239,0.311604
"K2013",-0.585718,0.0282632,-0.957296,-0.514472,0.632153,0.812296,NA,-1.1112,NA,-0.633399,-0.132971,0.306254,0.553085,0.845181,0.260944,-1.41853,-0.0974487,0.431111,-0.125229,-1.07839,-1.86423,-0.0935427,-1.15533,-0.757642,-0.748755,-0.339718,-1.12555,-2.4666,NA,-0.789363,NA,-1.69178,-0.575527,0.104616,NA,NA,-0.161829,NA
"VPS4A",0.501879,0.816855,0.609807,0.271085,-0.8421,0.58969,0.468313,-0.087615,0.482939,-0.0223592,0.389798,0.451246,0.172133,0.208193,0.596332,0.522113,0.183886,0.225697,0.270994,0.252654,0.627889,-0.0271644,0.544837,0.77547,0.383712,1.02823,0.318846,-0.44745,0.702117,0.515895,NA,0.361531,-0.12441,0.0370526,NA,NA,0.512636,0.360055
"SAE1",0.581867,0.950042,0.246232,0.851286,0.26472,1.27702,0.693337,0.984543,0.902449,0.370366,0.215078,0.954545,0.586516,0.585571,0.413834,0.509927,0.369974,1.10477,0.400098,0.306336,1.0849,0.962142,0.599545,1.28658,0.971529,1.00242,1.01639,1.07004,1.15772,0.704165,1.16691,1.13846,1.25277,0.565598,0.793369,0.754771,0.803837,1.40061
"SURF4",-0.410815,-0.39773,-1.02464,-0.432935,0.918829,-0.473221,-0.383437,-0.90356,-0.732551,-0.495769,-0.350348,-0.390777,-1.0084,-0.748497,-1.24213,-1.51706,-0.434722,-0.674645,-1.23746,-0.407343,-0.561211,-0.338824,-0.878434,-0.777761,-0.218155,-0.729421,-1.01794,-0.586746,NA,NA,NA,-1.02399,-0.243393,0.208115,0.299095,0.853762,-0.292923,0.139858
"CPSF6",0.444643,0.556689,0.750594,0.818367,0.301334,1.0207,0.484656,0.724424,0.24588,0.469164,0.21743,0.272476,0.335625,0.368146,-0.0333137,0.651593,0.673549,0.736037,0.442775,0.335391,0.298054,0.646746,0.0696895,0.300087,0.415271,0.219664,0.314401,0.469642,0.403037,0.141689,0.276762,0.520354,0.440964,0.605608,-0.070658,0.0160867,0.467828,0.521532
"RS23",-1.17774,-1.87589,-1.05072,-1.43354,-1.18715,-2.1857,-1.1687,-1.69818,-0.945317,-1.7227,-3.0407,-1.49742,-2.42877,-1.96659,-1.31079,-1.37757,-2.39778,-2.09812,-2.20956,-2.98921,NA,-2.53183,-2.79647,NA,-1.72788,-1.90467,-2.96248,-2.76089,-3.30836,-2.6169,-1.62124,-2.95842,-3.21221,-2.00727,-0.969291,-0.981914,-2.02618,-2.35121
"NRCAM",3.62462,3.36053,2.82843,NA,3.59249,2.10316,NA,3.874,2.92347,3.40739,4.46394,3.70914,3.74285,5.16698,5.49558,5.07248,4.33688,4.90126,4.41244,4.65809,2.42773,5.02126,3.9074,2.89876,NA,3.2217,4.16407,4.69087,NA,5.09542,NA,NA,4.20742,6.63838,6.9584,6.07845,5.54607,5.59168
"CCHL",-0.881894,-0.205589,-0.512441,-0.984685,-0.0827302,-0.900012,-0.312207,-1.40644,-1.05441,-1.18311,-0.703042,-0.742129,-1.40766,-0.982532,-0.834256,-1.48628,-2.49927,-2.43902,-1.40626,-0.729033,-1.88943,-1.35851,-2.12334,-1.37501,-1.8968,-2.31021,NA,-1.60738,NA,NA,NA,-2.23189,-0.197463,-0.929217,-0.935512,-0.512102,-1.09144,-1.64835
"NDUAD",1.02178,0.278004,1.24525,0.648614,1.71893,0.631819,0.394433,0.552814,-0.0167477,0.691714,1.45528,1.20677,0.261559,0.572922,0.906715,0.135818,0.344947,0.427516,-0.140521,1.33645,-0.606162,-0.136809,0.133621,0.00895691,-0.0823995,0.0916332,0.284567,0.845996,-0.485345,0.243345,-0.212202,-0.174682,-0.283263,0.287317,0.208115,0.194792,0.40034,0.193673
"SPRY4",NA,NA,-0.355576,NA,1.07308,-0.711794,-0.429767,-1.05855,-0.67496,-0.945534,NA,NA,NA,-0.616553,-0.697997,-2.50314,-1.2596,-1.46629,-1.67009,-0.858725,-0.37942,-0.415756,-0.885713,-0.593016,-1.38541,-1.42223,0.386632,0.194808,-1.49549,-0.785961,-0.403119,-0.585989,NA,0.482811,0.35996,NA,0.744859,-0.506741
"GET4",-0.0610336,-0.251573,-0.834134,-0.58857,-0.947537,0.161719,-1.37136,-0.76846,-0.242273,-0.210648,-0.682861,0.269979,-0.666972,-0.235794,-0.951322,-0.470159,-0.476641,0.0527925,0.22326,-0.183875,-0.805435,0.194715,-0.745566,-0.573883,-1.04376,-1.26264,-0.344959,-0.942045,0.945527,0.257121,-0.638479,-0.263216,0.578079,NA,NA,NA,-0.586238,NA
"PURA",0.625446,0.788344,0.816165,1.02569,1.76809,2.55317,1.05102,1.87473,0.878104,1.23972,2.41108,0.704935,1.82071,0.572992,1.21336,1.49625,0.869824,0.934474,1.33752,1.39201,2.78104,2.67197,2.93359,2.64917,1.51489,2.96839,3.42153,2.79782,1.77491,2.64939,1.67451,1.6895,2.47395,0.777254,1.2176,0.931602,2.0546,2.16878
"MYCB2",1.90619,2.63104,2.46293,1.51064,1.83225,2.07004,0.775317,0.793646,2.22239,1.26669,1.16971,-0.120575,1.01842,0.200064,0.933245,-0.144193,1.06174,0.665078,0.791461,1.10602,2.5958,2.24586,3.37556,2.15251,3.22373,2.58255,2.53813,1.395,2.3831,2.2403,2.95434,2.25746,1.37851,0.477541,0.935146,NA,0.696394,0.9313
"AP3B1",-0.896699,-2.04312,-0.927769,-0.650655,-0.828794,-1.32409,-1.41339,-0.60192,-1.72718,-1.06589,-0.882448,-0.295353,-0.428166,-0.401558,-0.630186,-0.684827,-0.550175,-1.0244,-1.69363,-1.16171,-0.960167,-1.15605,-0.580763,-1.48236,-0.956168,-0.67097,-0.332757,-1.11569,-1.67371,-0.638606,-2.0411,-2.24709,-1.84906,-0.648646,-0.512362,-0.819181,-0.957659,-0.770493
"RUSD2",0.277626,0.056832,0.197674,-0.148899,-1.22918,-0.269576,-0.0201232,0.185997,-0.314707,-0.12372,-1.02901,-0.0060085,-1.04584,-1.05721,-1.30915,-0.337434,-0.90314,-0.227313,-0.45294,-0.784448,-1.65715,-0.522664,-1.75713,-1.42078,-0.909356,-1.25125,-1.05084,-1.46855,-0.88734,-0.806383,-0.824874,-0.599386,-0.562294,-0.709218,-0.777264,-0.964039,-0.126571,-0.29317
"SEC13",0.178078,0.237462,0.102639,-0.217201,0.228898,0.412949,0.530117,0.341231,0.119107,0.0879058,0.139879,-0.304545,-0.037465,0.263291,-0.253301,0.0220657,0.393955,0.0597975,0.178516,-0.0187218,-0.248514,0.370284,-0.293733,-0.0136657,0.223606,-0.213893,-0.0117921,-0.157789,0.0691158,-0.101014,-0.384013,0.0896782,0.447381,0.773686,0.2301,0.557321,-0.391543,0.20585
"DTD1",-0.754491,-0.866267,-0.795973,-1.57881,-2.53905,-1.78693,-1.07135,-1.74529,-1.46715,-1.72421,-0.932708,-0.127689,-1.82113,0.486759,0.0999885,0.389525,-0.0770921,-1.65013,-0.703099,-0.0377511,-0.066529,-0.507663,-0.566379,-0.178198,-0.422695,-0.434461,NA,NA,NA,NA,NA,0.68519,-0.744835,NA,NA,NA,NA,NA
"SNX3",-0.495396,0.0338976,0.0562771,0.792176,0.386991,-0.219155,0.234864,0.0292623,-0.13942,-0.119651,0.508097,1.07732,0.942127,0.679816,0.947119,0.812903,0.907777,0.328553,-0.272436,0.557931,0.641519,0.420081,0.880188,0.44382,0.446079,0.757156,0.478895,0.517357,0.340509,0.650631,0.603882,-0.368221,0.0762334,0.537393,-0.536132,-0.267357,0.0433124,0.125576
"CXAR",1.09604,3.6053,1.89059,-0.690917,2.21306,2.39697,4.36859,2.53363,4.1939,2.45286,3.96434,3.42068,2.76252,3.61382,4.3828,3.23608,3.53705,1.58581,3.38164,5.01115,5.18129,4.14236,5.55796,5.88614,5.20242,5.706,3.96636,4.23428,4.12313,4.78083,4.80708,5.24722,3.24187,3.68494,3.65153,5.32134,5.38351,5.47658
"IMDH1",-1.84511,0.187773,-0.853471,-3.702,-2.23301,-0.859704,-0.789948,-2.56793,-2.78788,-2.42834,-2.7867,-2.40191,-3.07966,-0.514484,0.18569,-4.20424,-1.68505,-1.47022,-3.52357,-0.499025,-3.23883,1.44632,-3.15475,-4.8471,-4.88912,-3.9392,0.425469,-2.99666,-2.96796,-0.42613,0.046018,-3.30946,2.44194,-1.95038,-1.43948,-1.38126,0.672743,-2.54901
"THOC5",0.532816,0.452342,0.42131,0.637756,0.311794,0.487427,0.183906,0.144396,0.197526,-0.0986094,-0.835866,0.0768704,-0.937964,0.170218,-1.06464,-0.0648097,0.0764198,-0.373939,0.0801958,-0.384679,-0.501293,-0.0816582,-0.836025,-0.125577,-0.0380645,-0.845933,-0.411316,-0.271018,0.214258,-0.195869,-0.17325,0.28752,0.442682,-0.0462915,0.325628,0.0466396,-0.192934,0.141438
"IVD",0.621434,1.12869,1.19735,0.558442,1.96887,0.831506,0.0032351,1.12097,-0.148427,0.70811,0.347138,0.297343,0.764393,0.381352,-0.0806648,0.868102,0.439636,0.452383,-0.400448,0.255808,-0.0430994,0.640087,0.144896,0.539612,-0.880552,0.191476,0.821003,0.977594,0.260835,0.32097,0.225738,-0.126818,0.411766,0.702862,0.325095,-0.0079106,1.63087,0.977
"FAF2",-1.42378,-0.151267,-0.47522,-0.0780615,0.751191,0.24295,-0.0536651,0.0519605,-0.464514,-0.167952,-0.146748,0.213014,-0.0986478,-0.423904,-0.435234,0.00783811,-0.522694,-0.175739,0.194604,-0.530752,0.18021,0.204814,0.103483,0.210169,0.300919,1.08313,0.22292,0.0155431,0.370361,0.320573,-0.735068,-0.00600159,0.101564,-0.495031,0.438862,0.15655,-0.433419,0.156145
"PPM1F",-0.260294,-0.138459,-0.170529,-0.408583,-0.555907,-1.06036,-0.639084,0.235738,-0.537514,-0.364206,-0.585908,-0.253514,-0.195814,-0.151076,-0.225422,-0.196143,-0.172554,-0.917478,-0.0357369,0.469194,-1.8083,-1.12588,-0.823467,-1.09576,-0.642348,-0.680089,-0.678714,-1.08539,-0.0824103,-0.391502,-1.51887,-0.792137,-0.495685,-0.926293,-0.3516,-0.652709,-0.372711,-0.0581053
"VPS36",1.02593,0.839837,1.67951,0.892651,1.31702,2.03183,1.10207,1.78579,0.280292,0.455809,0.463766,0.913798,1.23731,1.46147,0.794565,0.957375,-0.0317605,0.564873,0.720444,0.593947,0.580548,1.08861,0.634687,1.10584,0.0273436,0.510491,1.12651,0.100872,0.200179,NA,0.773229,0.655159,1.50853,0.600926,2.3148,1.37679,1.19464,0.872274
"NSUN5",-1.8491,-1.71118,-1.37551,-2.27085,-1.88288,-2.16182,-1.76994,-2.43217,-3.0442,-2.50858,-2.83025,-1.32678,-3.3773,-2.43297,-2.79637,-2.51278,-2.05556,-1.50552,-1.80127,-2.45902,-2.05892,-1.71069,-2.60778,-2.11369,-2.08074,-3.54087,-3.37695,-3.66231,-1.85679,NA,NA,-2.41394,-2.036,-2.92693,-2.09353,-2.04655,-1.79093,-2.18946
"IDH3G",1.33905,1.56396,1.52931,1.10314,2.66121,1.65393,-0.491325,1.3027,1.26681,0.617893,2.54594,3.73615,-0.353185,-0.925822,2.67267,0.180593,-0.740872,0.030589,-0.189233,2.07503,1.1818,0.898245,1.84031,1.65953,0.918964,0.612122,1.52931,2.2313,1.15028,1.52122,0.726665,1.02908,1.29721,-0.2481,NA,0.0033808,0.750086,-0.113232
"LAMA4",4.68306,5.86995,5.47317,3.86701,3.64089,3.71905,2.91744,3.62023,4.12198,NA,4.428,NA,5.70391,3.9093,5.62575,4.72766,4.98371,3.4859,3.87777,4.49009,3.03578,3.96587,2.93782,2.36457,4.61708,3.59093,NA,3.01636,1.47288,NA,NA,NA,4.45827,6.45548,2.38702,NA,3.57953,2.28186
"NISCH",0.910463,1.49795,0.862084,1.7701,0.0609682,1.52559,1.15335,0.847464,0.776946,1.74349,0.443079,0.34112,-0.264479,-1.1257,-0.00450421,0.369662,0.571663,0.800374,0.672784,0.359624,0.409865,1.03107,0.479547,0.383275,0.153065,0.721307,1.37243,-0.273618,-0.0223615,-0.00031024,NA,0.418597,1.64034,0.063481,NA,NA,0.762891,1.22667
"VIR",0.227842,0.15566,0.290796,0.230944,-0.0492962,0.572672,-0.0209857,-0.0413118,-0.0852366,-0.337874,-0.584063,0.0110439,-0.568856,0.00626597,-0.764624,-0.416276,0.122167,-0.242898,0.150636,-0.515748,-0.336513,0.130366,-0.321948,-0.112152,-0.14901,-0.492677,-0.113819,-0.312335,0.165216,-0.795151,-0.269078,-0.694897,0.15489,-0.749553,-0.394572,-0.449521,-1.10101,-0.508622
"WRIP1",-0.307513,0.627573,0.802691,0.0439155,-0.488603,0.316474,-0.399156,-0.477095,0.175659,0.388521,-0.00176321,-0.335141,-1.02666,-0.412067,-1.17548,-0.821209,-0.46356,0.54698,-0.384607,-0.743274,0.146635,1.07858,0.204093,0.396501,-0.289729,-0.0638118,0.666711,-0.555328,0.362475,0.47162,0.0485114,-0.765604,0.648237,-1.19517,-1.9724,-0.753176,-0.834724,-1.18526
"LEO1",-0.601469,-0.552054,-0.662822,-0.282606,-0.821696,-0.269483,NA,0.0852193,-0.0333429,-0.32223,-0.941738,0.100027,-1.2019,-0.349394,-1.68276,-0.0562647,-0.174264,-0.338814,-0.718723,-1.05358,-0.511794,0.145188,-0.797025,-0.379876,-0.615276,-0.809114,-0.227463,-0.0174969,0.253909,-0.365221,-0.31715,0.129288,0.496777,-0.300113,-0.371153,-0.531662,-0.103177,-0.0563533
"ARC1B",-1.20755,-1.937,-1.73454,-0.815337,-0.955131,-1.72708,-1.51706,-1.30217,-1.39705,-1.24605,-0.544239,-0.468246,-0.146146,-0.218867,-0.571437,-0.555104,-0.212522,-1.31832,-0.648493,-0.370171,-1.05714,-1.88399,-2.23082,-2.98014,-0.696472,-2.06133,-2.81259,-2.96932,-1.93849,-1.39957,-1.79173,-2.16617,-1.73001,0.692352,-0.9487,-0.386275,-0.855835,-1.31086
"ACADM",0.712094,0.964408,0.574315,-0.11996,1.88317,1.06079,-0.924237,0.27651,0.771167,0.733705,1.32473,1.12967,1.12439,1.39132,0.58758,0.88846,1.15398,0.97884,-0.06258,1.00142,0.0747358,0.658237,-0.514563,0.258926,-0.521905,-0.0820421,0.0920662,0.338331,0.135148,0.235375,-0.697452,0.439134,1.15812,0.652945,-0.323367,0.988357,1.50369,0.446064
"HNRPC",0.0846625,0.119775,0.37201,0.197234,0.0436198,0.483233,0.141619,0.22368,0.0398719,0.130879,-0.691137,-0.194692,-0.170277,-0.0467176,-0.625702,-0.133644,-0.0393244,-0.193316,-0.246222,-0.332975,0.0319611,0.437173,-0.131293,-0.198938,0.0663153,-0.278602,-0.0194863,0.00548025,-0.130159,-0.473565,-0.480661,0.159314,0.16431,0.132696,-0.302425,-0.339461,-0.167678,-0.0830642
"DPYL1",4.9535,5.63194,5.76424,1.72319,4.60957,5.76913,5.97065,4.29842,6.21852,5.02279,6.81439,6.10059,6.82649,5.96263,7.60708,7.54197,6.61156,6.45354,6.53273,7.89188,7.45446,7.03894,7.43622,7.10917,6.83793,7.23527,6.36467,6.19157,5.56974,7.35529,6.56202,7.76192,6.03041,5.85408,6.35449,5.78429,6.09404,6.15793
"AR6P4",-0.593474,-1.58006,0.035037,-1.2978,0.203249,0.878659,-0.322541,0.118206,-1.33215,-0.640925,-0.200262,-0.231516,-0.0847818,-0.377972,-1.71408,0.478837,0.207458,-0.0186428,-0.154487,-0.0647378,-0.612322,-0.02247,-1.06361,-1.0778,-1.15651,-1.01396,-0.787895,-0.411731,-1.04324,-1.36009,-0.0230414,-0.233185,-0.96941,0.122918,0.450296,0.155475,0.0133202,0.946421
"SFR15",0.329908,0.542684,0.0451682,0.2172,0.728492,0.289347,0.0358213,0.495315,0.291853,0.14282,-0.118403,0.657048,-0.0853074,0.164753,-0.429067,0.197962,0.935838,0.422889,0.589885,-0.0244545,0.230857,0.612271,0.00928351,0.554794,0.33637,-0.125329,0.115285,0.579126,0.69152,-0.397047,0.402923,0.29669,0.589977,0.0118931,0.544532,0.101014,0.434084,0.471155
"UBP19",-0.0510992,-0.500364,-0.638722,-0.48656,-0.401106,-0.17186,-0.567272,-0.529202,-0.287463,-0.145283,0.0108259,0.0494555,-0.571262,-1.38329,-0.358057,-1.22912,-1.00454,0.008431,-0.215041,-0.397623,-0.988854,0.166716,-0.542031,-0.251333,-0.571861,-0.958698,0.0366878,-0.722533,0.0216071,-0.304719,-1.35032,-1.25451,-0.156551,-0.678352,-0.46734,-0.363023,-0.777867,-0.288026
"ORC2",-0.0751078,-0.759035,-0.845527,-0.735543,-0.504162,-0.461932,-0.66549,-0.725457,-0.984629,-1.13982,-1.58063,-0.226169,-0.885279,-0.910349,-1.33466,-0.938723,-0.734774,-0.377141,-1.36774,-1.4671,-1.22658,-0.0942927,-1.61084,-0.852699,-0.586613,-0.46364,-0.561684,-0.300848,0.0331133,-0.571921,-0.78477,-1.4874,-0.668637,-0.941911,-0.48443,-0.721632,-0.990737,-0.434668
"EHMT1",0.68242,0.453618,0.488059,0.881765,0.156862,0.859541,0.451632,0.0257636,0.424755,0.201484,-0.94037,0.895227,-1.48427,0.635311,-1.746,NA,0.71665,0.453052,-0.254362,-0.511849,0.0495662,0.808263,-0.17466,0.432807,0.706782,0.153206,0.345593,0.383757,0.777651,-0.135075,0.510214,0.757918,0.588444,0.382939,0.520084,0.0258572,0.234336,0.0639543
"NFRKB",0.265225,-0.0679876,0.198611,0.31194,0.331591,0.233683,-0.308294,0.27677,-0.0148687,0.245201,-0.188203,0.33371,-0.48659,0.442501,-0.533916,0.951367,0.371108,-0.0917454,0.0173122,-0.380024,0.0644105,0.407667,NA,0.18418,0.196819,-0.0535687,0.163722,-0.177744,0.741866,-0.707047,0.583753,0.262426,0.292745,0.0905339,0.28087,0.26816,0.303316,0.143795
"RM10",-0.281653,-1.47085,0.340369,-0.78689,0.0673498,-1.66848,-0.901038,-0.517342,-0.774724,-0.535939,-1.65972,-1.13259,-2.09858,-1.96481,-2.63513,-1.63408,-1.70536,-1.2312,-1.91352,-0.703901,-1.89808,-2.23188,-1.88481,-2.39993,-2.83253,-2.08511,NA,-2.19047,NA,NA,-2.21026,-1.5614,-1.22746,-2.69071,-1.21562,NA,NA,-2.71357
"LMNB2",0.829582,0.610362,0.75182,0.773867,0.72756,1.46291,0.861758,1.26462,0.78067,0.51763,1.18446,0.751986,1.44686,1.21749,0.585049,1.20131,1.65644,1.21094,0.933408,1.22991,1.12863,1.70412,1.24615,1.13813,1.45688,1.00012,1.71263,1.28011,1.62273,1.48276,1.6288,1.29331,1.98095,1.29557,1.03081,1.21423,1.5849,1.98131
"INT4",0.190165,0.338029,-0.00559124,0.389656,0.562551,0.646218,-0.312152,0.536229,0.703574,-0.0742622,-0.629066,0.200291,-0.411379,0.14114,-0.257058,-0.397197,0.345903,0.0282687,0.113573,-0.778797,-0.605348,-0.00108529,-1.08239,-0.604539,-0.71351,-0.616203,0.18605,-0.826676,0.133347,-0.726646,-0.363381,-0.711322,0.130637,0.0266422,0.250741,0.186933,-0.437899,-0.0154033
"RRP5",-0.00752466,-1.41146,0.0821426,-1.1172,-1.61196,-2.45947,-0.506482,-0.896756,-1.67484,-1.32422,-4.34063,-1.98942,-3.13217,-2.00718,-2.54435,-1.96052,-1.52556,-1.58851,-1.55019,-2.39604,-2.74553,-2.72081,-3.0073,-3.57361,-2.63086,-3.22746,-2.51331,-2.12979,-2.37592,-2.06069,-3.20521,-2.63518,-1.69402,-1.32473,-1.10932,-1.2236,-2.31743,-2.67244
"DPOD1",0.0945735,0.162091,-0.0538526,0.425509,-0.837422,-0.139907,0.162123,-0.833301,-0.360486,-0.309655,-1.88236,1.16706,-0.922525,-0.336527,-2.18348,-0.553334,0.0301426,0.0547397,-0.215073,-1.31324,-2.06005,-1.55106,-2.58895,-1.29106,-0.843699,-1.69245,-2.29862,-2.88916,-0.00705657,-1.33604,-1.26759,-0.836862,-1.74557,-0.325088,0.074927,-0.726696,-1.01145,-0.605791
"CARM1",0.230272,-0.942342,-0.162275,-0.452215,-1.16999,-0.591177,0.888414,0.255711,-0.206993,-0.940829,-1.16207,-0.756611,-0.917745,-0.738481,-0.806666,-0.595158,-0.578513,-1.29782,0.287333,0.374442,-1.34766,-0.597055,-1.51929,-1.68703,-0.573088,-1.2452,-1.67323,-1.71593,-0.445671,-0.960169,-0.992131,-0.167785,-0.375639,-0.539418,-0.520372,-0.517774,-0.39638,0.0322531
"PLSI",-2.5674,-3.43108,-1.93396,-1.46314,-1.22011,-1.11699,-0.595287,-1.68969,-3.31668,-2.31691,-3.52297,-1.62387,-1.35641,-1.46229,-1.70372,-1.58462,-2.13919,-2.24839,-2.06324,-2.29144,-2.1738,-1.14859,-1.93798,-3.08193,-2.18977,-1.62622,-2.47816,-2.63542,-2.98369,-4.56069,-3.34438,-2.86363,-1.66191,-2.82205,-2.82644,-2.96961,-2.82893,-2.7817
"ACO13",NA,-0.247626,-1.59394,-0.837698,0.960695,-0.551173,-0.533689,-0.324958,-1.77811,-0.81359,0.348776,-0.0676295,0.0186696,0.481151,0.362552,-0.243855,-0.292849,0.751607,-0.600552,-0.110301,-1.56008,-0.971352,-0.183715,-0.357994,-2.41606,-0.894454,-0.560522,1.00538,-0.911653,0.280179,0.470498,-0.635396,0.654897,-0.726578,NA,NA,-0.168969,NA
"CIR1A",0.328323,-1.61492,0.0373546,-0.935558,-1.8245,-1.06668,-0.518133,-1.53463,-2.49522,-1.4662,-3.03578,-1.3621,-2.67545,-2.58259,-3.08012,-2.57035,-2.21484,-2.13419,-1.96075,-2.18662,-2.30805,-2.21332,-3.62286,-1.69302,-2.72691,-3.2366,-2.69734,-3.62791,-3.24935,-2.4387,-3.3656,-2.59254,-2.23365,-1.67545,-1.40244,-1.281,-2.37255,-2.40474
"PFKAP",-0.9904,-4.39962,-1.42007,-1.83172,-2.92231,-3.15011,-2.0754,-3.55935,-3.21556,-2.41633,0.314268,-1.00715,-2.17798,-2.01879,-1.13227,-2.38406,-3.40395,-1.45275,-1.11514,0.104535,-2.43631,-2.06685,-0.819864,-2.05475,-4.17802,-2.38236,-1.45214,-1.1458,-3.84255,-1.47263,-0.860196,-2.50975,-4.04502,-2.15871,-3.53471,-3.17254,-1.34055,-2.00983
"CLIC4",-0.227426,0.0283814,-0.581821,-0.405457,-0.817022,-0.64306,-0.130502,-1.51676,0.0107573,-0.187816,-0.639179,-0.222263,-0.166238,0.129755,-1.53188,0.127881,0.00969943,0.111844,-0.0685489,-0.602321,-0.967023,-1.85761,-1.05221,-2.39727,-0.931089,-1.57994,-1.25327,-2.40638,-1.30875,-1.67718,-0.338414,-1.29806,-1.07938,-1.09178,-1.6041,-1.51368,-0.753286,-1.71053
