D00043	Isoflurophate
D03642	Daltroban (USAN/INN)
D03643	Dalvastatin (USAN/INN)
D03644	Danaparoid sodium (JAN/USAN) &lt;JP&gt;
D03645	Daniplestim (USAN/INN)
D03647	Dapiclermin (USAN/INN)
D03648	Dapiprazole hydrochloride (USAN) &lt;US&gt;
D03649	Dapoxetine hydrochloride (USAN)
D03650	Darapladib (JAN/USAN)
D03651	Darbepoetin alfa (USAN/INN) &lt;JP/US&gt;
D03652	Darbufelone mesylate (USAN)
D03653	Darglitazone sodium (USAN)
D03654	Darifenacin (USAN/INN)
D03655	Darodipine (USAN/INN)
D03657	Dasantafil (USAN/INN)
D03658	Dasatinib (JAN/INN)
D03661	Dazmegrel (USAN/INN)
D03662	Dazopride fumarate (USAN)
D03663	Dazoxiben hydrochloride (USAN)
D03665	Decitabine (USAN/INN) &lt;US&gt;
D03671	Deflazacort (USAN/INN) &lt;US&gt;
D03672	Delequamine hydrochloride (USAN)
D03673	Deligoparin sodium (USAN/INN)
D03674	Enoxaparin sodium (JAN/USP/INN) &lt;JP/US&gt;
D03675	Delmadinone acetate (USAN)
D03677	Deltibant (USAN/INN)
D03679	Delucemine hydrochloride (USAN)
D03682	Denileukin diftitox (USAN/INN)
D03684	Denosumab (USAN) &lt;JP/US&gt; Monoclonal antibody
D03685	Denufosol tetrasodium (USAN)
D03686	Depelestat (USAN/INN)
D03689	Deracoxib (USAN)
D03691	Descinolone acetonide (USAN)
D03692	Desirudin (USAN/INN)
D03693	Desloratadine (JAN/USP/INN) &lt;JP/US&gt;
D03696	Desonide (USP/INN) &lt;US&gt;
D03697	Desoximetasone (USP/INN) &lt;US&gt;
D03698	Desoxycorticosterone acetate (USP)
D03699	Desoxycorticosterone pivalate (USP)
D03701	Detirelix acetate (USAN)
D03702	Detomidine hydrochloride (USAN)
D03704	Dexbrompheniramine maleate (USP)
D03710	Etoricoxib (USAN/INN)
D03711	Dexetimide (USAN/INN)
D03712	Firocoxib (USAN/INN)
D03713	Dexfenfluramine hydrochloride (USAN)
D03714	Lumiracoxib (USAN/INN)
D03715	Dexibuprofen (USAN/INN)
D03716	Parecoxib (USAN/INN)
D03717	Parecoxib sodium (USAN)
D03718	Dexibuprofen lysine (USAN)
D03720	Tipifarnib (USAN/INN)
D03721	Dexmethylphenidate hydrochloride (USAN) &lt;US&gt;
D03722	Efegatran sulfate (USAN)
D03725	Hydrocodone bitartrate (USP) &lt;US&gt;
D03728	Napsagatran (USAN)
D03729	Dexpropranolol hydrochloride (USAN)
D03730	Dexrazoxane (JAN/USAN/INN) &lt;JP&gt;
D03731	Selegiline (USAN/INN) &lt;US&gt;
D03732	Dexsotalol hydrochloride (USAN)
D03733	Mofegiline hydrochloride (USAN)
D03734	Eldacimibe (USAN/INN)
D03735	Lecimibide (USAN)
D03736	Doramapimod (USAN/INN)
D03737	Dextofisopam (USAN/INN)
D03738	Enalkiren (USAN/INN)
D03740	Dextroamphetamine (USAN)
D03741	Ditekiren (USAN)
D03742	Dextromethorphan (USP)
D03743	Terlakiren (USAN/INN)
D03744	Dextromethorphan polistirex (USAN)
D03745	Zankiren hydrochloride (USAN)
D03746	Dextrorphan hydrochloride (USAN)
D03747	Ibrolipim (USAN/INN)
D03749	Plomestane (USAN/INN)
D03750	Dextrothyroxine sodium (USAN)
D03751	Icopezil maleate (USAN)
D03752	Quinapril (INN)
D03753	Perindopril (USAN/INN)
D03756	Indolapril hydrochloride (USAN)
D03758	Libenzapril (USAN/INN)
D03759	Diacetolol hydrochloride (USAN)
D03760	Pentopril (USAN/INN)
D03763	Pivopril (USAN/INN)
D03765	Spirapril hydrochloride (USAN)
D03766	Diaplasinin (USAN)
D03767	Zofenopril calcium (USAN)
D03769	Enalaprilat (USP) &lt;US&gt;
D03772	Fosinoprilat (USAN/INN)
D03773	Quinaprilat (USAN/INN)
D03775	Spiraprilat (USAN/INN)
D03776	Zofenoprilat arginine (USAN)
D03778	Fadrozole hydrochloride hydrate (JAN)
D03779	Dibotermin alfa (USAN/INN)
D03781	Liarozole fumarate (USAN)
D03783	Oxycodone terephthalate (USP)
D03784	Liarozole hydrochloride (USAN)
D03786	Vorozole (USAN/INN)
D03787	Nepicastat hydrochloride (USAN)
D03788	Sivelestat (USAN/INN)
D03792	Dicirenone (USAN)
D03793	Ilomastat (USAN/INN)
D03795	Marimastat (USAN/INN)
D03797	Prinomastat (USAN/INN)
D03798	Dicumarol (USAN)
D03799	Dienogest (JAN/USAN/INN) &lt;JP&gt;
D03800	Rebimastat (USAN/INN)
D03801	Diethylpropion hydrochloride (USP) &lt;US&gt;
D03802	Tanomastat (USAN/INN)
D03803	Lidorestat (USAN)
D03805	Minalrestat (USAN/INN)
D03806	Ponalrestat (USAN/INN)
D03807	Zenarestat (USAN/INN)
D03809	Difenoxin (USAN/INN)
D03812	Diflucortolone (USAN)
D03813	Diflucortolone pivalate (USAN)
D03814	Atropine methylbromide (JAN)
D03816	Tenivastatin calcium (USAN)
D03820	Dutasteride (JAN/USP/INN) &lt;JP/US&gt;
D03822	Rivastigmine (JAN/USP/INN) &lt;JP/US&gt;
D03823	Quilostigmine (USAN/INN)
D03824	Dihexyverine hydrochloride (USAN)
D03825	Dihydrocodeine bitartrate (USP)
D03826	Physostigmine sulfate (USP)
D03828	Pemetrexed disodium (USAN)
D03830	Diltiazem malate (USAN)
D03845	Sezolamide hydrochloride (USAN)
D03846	Dimethyl fumarate (JAN/USAN) &lt;JP/US&gt;
D03854	Diphenhydramine citrate (USP)
D03858	Diphenidol (USAN/INN)
D03859	Diphenidol pamoate (USAN)
D03860	Diphenoxylate hydrochloride (USP)
D03864	Diquafosol tetrasodium (USAN) &lt;JP&gt;
D03878	Dizocilpine maleate (USAN)
D03879	Dobutamine (USAN/INN)
D03880	Dobutamine lactobionate (USAN)
D03881	Dobutamine tartrate (USAN)
D03882	Docebenone (USAN/INN)
D03887	Domazoline fumarate (USAN)
D03889	Donetidine (USAN)
D03891	Dopexamine (USAN/INN)
D03892	Dopexamine hydrochloride (USAN)
D03893	Dorastine hydrochloride (USAN)
D03898	Doxofylline (USAN/INN)
D03899	Doxorubicin (USAN/INN)
D03905	Corticorelin (human) (JAN) &lt;JP&gt;
D03906	Draflazine (USAN/INN)
D03911	Droloxifene (USAN/INN)
D03912	Droloxifene citrate (USAN)
D03914	Dronedarone hydrochloride (USP) &lt;US&gt;
D03917	Drospirenone (JAN/USP/INN) &lt;US&gt;
D03929	Ecadotril (USAN/INN)
D03930	Ecalcidene (USAN/INN)
D03931	Ecallantide (USAN/INN) &lt;US&gt;
D03937	Ecopipam hydrochloride (USAN)
D03938	Ecopladib (USAN/INN)
D03940	Eculizumab (USAN/INN) &lt;JP/US&gt; Monoclonal antibody
D03941	Edaglitazone sodium (USAN)
D03942	Edatrexate (USAN/INN)
D03953	Edonentan (USAN)
D03954	Edotecarin (USAN/INN)
D03958	Edrecolomab (USAN/INN) Monoclonal antibody
D03959	Efalizumab (USAN/INN) Monoclonal antibody
D03963	Efletirizine dihydrochloride (USAN)
D03966	Eglumetad (USAN)
D03968	Elacridar hydrochloride (USAN)
D03970	Elantrine (USAN)
D03971	Elarofiban (USAN)
D03977	Elsamitrucin (USAN/INN)
D03978	Eltrombopag olamine (JAN/USAN) &lt;JP/US&gt;
D03979	Elucaine (USAN)
D03982	Elzasonan citrate (USAN)
D03983	Elzasonan hydrochloride (USAN)
D03990	Enazadrem phosphate (USAN)
D03991	Encainide hydrochloride (USAN)
D03996	Englitazone sodium (USAN)
D03998	Eniluracil (USAN/INN)
D03999	Enisoprost (USAN/INN)
D04000	Enlimomab (USAN/INN) Monoclonal antibody
D04004	Enoximone (USAN/INN)
D04006	Enprofylline (USAN/INN)
D04014	Enzastaurin hydrochloride (JAN/USAN)
D04018	Ephedrine sulfate (USP) &lt;US&gt;
D04023	Erlotinib hydrochloride (JAN/USAN) &lt;JP/US&gt;
D04024	Lapatinib ditosylate (USAN) &lt;JP/US&gt;
D04025	Mubritinib (USAN/INN)
D04026	Epinephryl borate (USP)
D04028	Orlistat (JAN/USP/INN) &lt;US&gt;
D04029	Razaxaban hydrochloride (USAN)
D04031	Rubitecan (USAN/INN)
D04032	Epoetin delta (USAN)
D04034	Chlorpromazine phenolphthalinate (JAN) &lt;JP&gt;
D04035	Epostane (USAN/INN)
D04036	Epratuzumab (USAN/INN) Monoclonal antibody
D04038	Perphenazine fendizoate (JAN) &lt;JP&gt;
D04040	Eprosartan (USAN/INN)
D04041	Equilin (USP)
D04043	Eritoran tetrasodium (USAN)
D04045	Erlizumab (USAN/INN) Monoclonal antibody
D04048	Ropivacaine hydrochloride (USP) &lt;JP/US&gt;
D04050	Ertiprotafib (USAN/INN)
D04051	Erythrityl tetranitrate (USAN)
D04055	Esmirtazapine maleate (USAN)
D04056	Esomeprazole sodium (USAN) &lt;US&gt;
D04057	Esoxybutynin chloride (USAN)
D04061	Estradiol acetate (USAN) &lt;US&gt;
D04063	Estradiol cypionate (USP) &lt;US&gt;
D04064	Estradiol enanthate (USAN)
D04065	Estradiol undecylate (USAN/INN)
D04066	Estramustine (USAN/INN)
D04071	Estrogens, esterified (USP) &lt;US&gt;
D04072	Etafedrine hydrochloride (USAN)
D04074	Etalocib (USAN)
D04079	Ethacrynate sodium (USP) &lt;US&gt;
D04087	Ethybenztropine (USAN)
D04092	Etryptamine acetate (USAN)
D04095	Etidocaine (USAN/INN)
D04097	Etilevodopa (USAN/INN)
D04098	Etintidine hydrochloride (USAN)
D04102	Etofenamate (USAN/INN)
D04104	Etonogestrel (USAN/INN) &lt;US&gt;
D04107	Etoposide phosphate (USAN) &lt;US&gt;
D04111	Etozolin (USAN/INN)
D04116	Eucatropine hydrochloride (USP XXXII)
D04120	Exaprolol hydrochloride (USAN)
D04121	Exenatide (JAN/USAN/INN) &lt;JP/US&gt;
D04122	Ezlopitant (USAN/INN)
D04124	Fadolmidine hydrochloride (USAN)
D04126	Saralasin acetate (USAN)
D04127	Dalfampridine (USAN) &lt;US&gt;
D04128	Fandosentan potassium (USAN)
D04131	Farampator (USAN/INN)
D04132	Farglitazar (USAN/INN)
D04137	Felypressin (USAN/INN)
D04148	Fenfluramine hydrochloride (USAN)
D04151	Fenleuton (USAN/INN)
D04155	Fenobam (USAN)
D04157	Fenoterol (USAN/INN)
D04162	Fenretinide (USAN/INN)
D04183	Fidexaban (USAN/INN)
D04184	Fiduxosin hydrochloride (USAN)
D04185	Filaminast (USAN/INN)
D04187	Fingolimod hydrochloride (JAN/USAN) &lt;JP/US&gt;
D04190	Flestolol sulfate (USAN)
D04192	Flindokalner (USAN/INN)
D04193	Flordipine (USAN/INN)
D04197	Floxuridine (USP/INN) &lt;US&gt;
D04201	Flucloronide (USAN)
D04208	Flumethasone (USAN)
D04214	Flunisolide acetate (USAN)
D04217	Fluocortin butyl (USAN)
D04218	Fluocortolone (USAN/INN)
D04219	Fluocortolone caproate (USAN)
D04221	Fluorometholone acetate (USP) &lt;US&gt;
D04223	Fluparoxan hydrochloride (USAN)
D04227	Fluprednisolone (USAN/INN)
D04228	Fluprednisolone valerate (USAN)
D04242	Fontolizumab (USAN/INN) Monoclonal antibody
D04243	Forasartan (USAN/INN)
D04244	Formocortal (USAN/INN)
D04245	Forodesine hydrochloride (JAN/USAN) &lt;JP&gt;
D04257	Fospropofol disodium (USAN)
D04260	Fostedil (USAN/INN)
D04262	Fostriecin sodium (USAN)
D04264	Frovatriptan succinate (USAN) &lt;US&gt;
D04268	Elastase ES &lt;JP&gt;
D04276	Furegrelate sodium (USAN)
D04282	Gaboxadol (USAN/INN)
D04292	Galantamine (USAN/INN)
D04294	Galdansetron hydrochloride (USAN)
D04295	Galiximab (USAN/INN) Monoclonal antibody
D04300	Ganaxolone (USAN/INN)
D04302	Ganirelix acetate (JAN/USAN) &lt;JP/US&gt;
D04303	Gantacurium chloride (USAN/INN)
D04308	Gavestinel (USAN/INN)
D04312	Gemopatrilat (USAN/INN)
D04314	Gepirone hydrochloride (USAN)
D04315	Gestaclone (USAN/INN)
D04316	Gestodene (USAN/INN)
D04318	Glatiramer acetate (JAN/USAN) &lt;JP/US&gt;
D04320	Glemanserin (USAN/INN)
D04358	Golimumab (USAN/INN) &lt;JP/US&gt; Monoclonal antibody
D04361	Gonadorelin acetate (USP)
D04368	Goxalapladib (USAN)
D04370	Granisetron (JAN/USAN/INN) &lt;US&gt;
D04375	Guanabenz (USAN/INN)
D04382	Guanethidine monosulfate (USP)
D04405	Goserelin (USAN/INN)
D04409	Halobetasol propionate (USP) &lt;US&gt;
D04411	Halofenate (USAN/INN)
D04427	Heparin calcium (JP17) &lt;JP&gt;
D04429	Follitropin alfa (genetical recombination) (JAN) &lt;JP/US&gt;
D04430	Follitropin beta (genetical recombination) (JAN) &lt;JP/US&gt;
D04434	Heteronium bromide (USAN/INN)
D04435	Hexafluorenium bromide (USAN)
D04445	Histamine phosphate (USP) &lt;US&gt;
D04458	Hydralazine polistirex (USAN)
D04461	Hydrocodone polistirex (USAN)
D04467	Hydrocortisone hemisuccinate (USP)
D04473	Hydroxyamphetamine hydrobromide (USP)
D04475	Insulin aspart (USP/INN) &lt;JP/US&gt;
D04477	Insulin lispro (USP/INN) &lt;JP/US&gt;
D04479	Hyoscyamine hydrobromide (USP)
D04486	Ibandronate sodium (USAN) &lt;JP/US&gt;
D04487	Iboctadekin (USAN/INN)
D04488	Ibopamine (USAN/INN)
D04489	Ibritumomab tiuxetan (USAN/INN) &lt;JP/US&gt; Monoclonal antibody
D04490	Ibuprofen aluminum (USAN)
D04491	Ibutamoren mesylate (USAN)
D04492	Icatibant acetate (JAN/USAN) &lt;JP/US&gt;
D04494	Icotidine (USAN)
D04496	Idoxifene (USAN/INN)
D04497	Idremcinal (USAN/INN)
D04498	Idronoxil (USAN/INN)
D04499	Idursulfase (USAN/INN) &lt;JP/US&gt; Enzyme replacement therapy product
D04500	Ifetroban (USAN/INN)
D04501	Ifetroban sodium (USAN)
D04502	Igmesine hydrochloride (USAN)
D04505	Ilodecakin (USAN/INN)
D04508	Imazodan hydrochloride (USAN)
D04510	Imciromab pentetate (USAN) Monoclonal antibody
D04514	Imiloxan hydrochloride (USAN)
D04517	Impromidine hydrochloride (USAN)
D04521	Indecainide hydrochloride (USAN)
D04524	Indium In 111 altumomab pentetate (USAN) Monoclonal antibody
D04525	Indium In 111 capromab pendetide (USP) Monoclonal antibody
D04529	Indolidan (USAN/INN)
D04531	Indoramin (USAN/INN)
D04532	Indoramin hydrochloride (USAN)
D04533	Indorenate hydrochloride (USAN)
D04537	Ingliforib (USAN/INN)
D04539	Insulin detemir (USAN/INN) &lt;JP/US&gt;
D04540	Insulin glulisine (USAN/INN) &lt;JP/US&gt;
D04541	Insulin human, isophane (USP)
D04542	Insulin human zinc (USP)
D04543	Insulin human zinc, extended (USP)
D04544	Insulin I 125 (USAN)
D04545	Insulin I 131 (USAN)
D04546	Insulin, dalanated (USAN)
D04547	Insulin, isophane (USP)
D04548	Insulin, neutral (USAN)
D04549	Insulin zinc, extended (USP)
D04550	Insulin zinc, prompt (USP)
D04551	Insulin zinc (USP)
D04552	Interferon alfa-n1 (USAN)
D04553	Interferon alfa-n3 (USAN) &lt;US&gt;
D04554	Interferon beta-1a (USAN) &lt;JP/US&gt;
D04603	Ipilimumab (USAN/INN) &lt;JP/US&gt; Monoclonal antibody
D04611	Ipsapirone hydrochloride (USAN)
D04612	Iratumumab (USAN) Monoclonal antibody
D04619	Isatoribine (USAN)
D04625	Isoetharine (USP)
D04626	Isoetharine mesylate (USP)
D04628	Isomazole hydrochloride (USAN)
D04636	Isotretinoin anisatil (USAN)
D04640	Ispinesib mesylate (USAN)
D04641	Istradefylline (JAN/USAN/INN) &lt;JP/US&gt;
D04642	Itasetron (USAN/INN)
D04644	Iturelix (USAN/INN)
D04645	Ixabepilone (JAN/USAN/INN) &lt;US&gt;
D04646	Izonsteride (USAN/INN)
D04649	Ketazocine (USAN/INN)
D04650	Ketazolam (USAN/INN)
D04657	Lacidipine (USAN/INN)
D04659	Lamifiban (USAN/INN)
D04660	Lamifiban hydrochloride (USAN)
D04666	Lanreotide acetate (JAN/USAN) &lt;JP/US&gt;
D04670	Laronidase (USAN) &lt;JP/US&gt; Enzyme replacement therapy product
D04672	Lasofoxifene tartrate (JAN/USAN)
D04680	Lavoltidine succinate (USAN)
D04681	Lazabemide (USAN/INN)
D04683	Lecozotan hydrochloride (USAN)
D04685	Ledoxantrone trihydrochloride (USAN)
D04687	Lenalidomide (USAN/INN) &lt;US&gt;
D04690	Lenercept (USAN/INN)
D04693	Lergotrile (USAN/INN)
D04694	Lergotrile mesylate (USAN)
D04695	Leridistim (USAN/INN)
D04696	Lestaurtinib (USAN/INN)
D04701	Levalbuterol sulfate (USAN)
D04703	Levalbuterol tartrate (USAN) &lt;US&gt;
D04708	Levdobutamine lactobionate (USAN)
D04710	Levobetaxolol hydrochloride (USAN)
D04716	Levomethadyl acetate (USAN)
D04717	Levonantradol hydrochloride (USAN)
D04720	Levosimendan (USAN/INN)
D04721	Levotofisopam (USAN/INN)
D04724	Lexipafant (USAN/INN)
D04728	Licostinel (USAN/INN)
D04739	Linogliride (USAN/INN)
D04740	Linogliride fumarate (USAN)
D04747	Lisdexamfetamine dimesylate (USAN) &lt;JP/US&gt;
D04748	Lisofylline (USAN/INN)
D04751	Lixazinone sulfate (USAN)
D04752	Lixivaptan (USAN/INN)
D04764	Lofentanil oxalate (USAN)
D04765	Lofexidine hydrochloride (USAN) &lt;US&gt;
D04766	Lometrexol sodium (USAN)
D04768	Lonafarnib (USAN/INN)
D04770	Lonapalene (USAN)
D04774	Lorajmine hydrochloride (USAN)
D04781	Lortalamine (USAN/INN)
D04783	Losoxantrone hydrochloride (USAN)
D04785	Lotrafiban hydrochloride (USAN)
D04787	Loxoribine (USAN/INN)
D04788	Lubazodone hydrochloride (USAN)
D04789	Lubeluzole (USAN/INN)
D04790	Lubiprostone (JAN/USAN/INN) &lt;JP/US&gt;
D04793	Lufironil (USAN/INN)
D04794	Lupitidine hydrochloride (USAN)
D04820	Lurasidone hydrochloride (JAN/USAN) &lt;JP/US&gt;
D04821	Lurosetron mesylate (USAN)
D04822	Lurtotecan dihydrochloride (USAN)
D04823	Lutrelin acetate (USAN)
D04824	Lutropin alfa (USAN/INN)
D04849	dl-Menthol (JP17)
D04858	Mapatumumab (USAN/INN) Monoclonal antibody
D04860	Maropitant citrate (USAN)
D04862	Masoprocol (USAN/INN)
D04863	Mavacoxib (USAN)
D04864	Maytansine (USAN)
D04868	Mebeverine hydrochloride (USAN)
D04870	Mecasermin rinfabate (USAN/INN)
D04882	Medazepam hydrochloride (USAN)
D04883	Medetomidine hydrochloride (USAN)
D04885	Medrogestone (USAN/INN)
D04888	Medroxalol (USAN/INN)
D04889	Medroxalol hydrochloride (USAN)
D04905	Memantine hydrochloride (JAN/USP) &lt;JP/US&gt;
D04914	Menogaril (USAN/INN)
D04918	Menthol (USP)
D04923	Mepolizumab (USAN/INN) &lt;JP/US&gt; Monoclonal antibody
D04924	Meptazinol hydrochloride (USAN)
D04931	Mercaptopurine (INN)
D04936	Merimepodib (USAN/INN)
D04947	Mesterolone (USAN/INN)
D04953	Metalol hydrochloride (USAN)
D04954	Metaproterenol polistirex (USAN)
D04955	Sematilide hydrochloride (USAN)
D04964	Metesind glucuronate (USAN)
D04965	Perphenazine hydrochloride &lt;JP&gt;
D04966	Metformin (USAN/INN)
D04970	Methacholine chloride (JAN/USP/INN) &lt;JP/US&gt;
D04973	Methadyl acetate (USAN)
D04977	Parnaparin sodium (JP17) &lt;JP&gt;
D04979	Methdilazine (INN)
D04980	Methdilazine hydrochloride (USP)
D04985	Methohexital (USP/INN)
D04987	Monoammonium glycyrrhizinate (JAN)
D04997	Methyldopate hydrochloride (USP)
D04999	Methylphenidate (USAN/INN) &lt;US&gt;
D05000	Methylprednisolone hemisuccinate (USP)
D05001	Methylprednisolone sodium phosphate (USAN)
D05002	Methylprednisolone suleptanate (USAN/INN)
D05003	Methynodiol diacetate (USAN)
D05004	Metiamide (USAN/INN)
D05007	Metkephamid acetate (USAN)
D05008	Metoclopramide hydrochloride (USP) &lt;US&gt;
D05009	Metogest (USAN/INN)
D05010	Metopimazine (USAN/INN)
D05011	Metoprolol fumarate (USP)
D05012	Metoquizine (USAN/INN)
D05014	Metreleptin (USAN/INN) &lt;JP/US&gt;
D05015	Metrenperone (USAN/INN)
D05019	Metyrapone tartrate (USAN)
D05020	Mexrenoate potassium (USAN)
D05024	Mibefradil dihydrochloride (USAN)
D05025	Mibolerone (USP/INN)
D05028	Midazolam maleate (USAN)
D05029	Midostaurin (JAN/USAN/INN) &lt;US&gt;
D05030	Mifobate (USAN/INN)
D05031	Migalastat hydrochloride (JAN/USAN) &lt;JP/US&gt;
D05032	Miglustat (JAN/USAN/INN) &lt;JP/US&gt;
D05033	Milacemide hydrochloride (USAN)
D05035	Milameline hydrochloride (USAN)
D05036	Milodistim (USAN/INN)
D05037	Trimetoquinol hydrochloride hydrate (JP17) &lt;JP&gt;
D05039	Minaprine (USAN/INN)
D05040	Minaprine hydrochloride (USAN)
D05048	Mirfentanil hydrochloride (USAN)
D05050	Mirisetron maleate (USAN)
D05053	Mitemcinal fumarate (USAN)
D05054	Mitindomide (USAN/INN)
D05060	Mitratapide (USAN/INN)
D05062	Mivobulin isethionate (USAN)
D05066	Molgramostim (USAN/INN)
D05077	Moricizine (USAN)
D05085	Moxilubant maleate (USAN)
D05087	Moxonidine (USAN/INN)
D05090	Muplestim (USAN/INN)
D05091	Muraglitazar (USAN/INN)
D05092	Muromonab-CD3 (JAN/USAN/INN) Monoclonal antibody
D05093	Muzolimine (USAN/INN)
D05094	Mycophenolate mofetil hydrochloride (USAN)
D05095	Mycophenolate sodium (USP) &lt;US&gt;
D05096	Mycophenolic acid (USAN/INN)
D05099	Nabilone (USAN/INN) &lt;US&gt;
D05106	Nafoxidine hydrochloride (USAN)
D05107	Nafronyl oxalate (USAN)
D05111	Nalmefene (USAN/INN)
D05113	Naltrexone (USAN/INN) &lt;US&gt;
D05114	Naminidil (USAN/INN)
D05116	Nandrolone cyclotate (USAN)
D05117	Nantradol hydrochloride (USAN)
D05119	Napamezole hydrochloride (USAN)
D05120	Napitane mesylate (USAN)
D05124	Naxagolide hydrochloride (USAN)
D05125	Naxifylline (USAN/INN)
D05127	Nebivolol (USAN/INN)
D05143	Nepafenac (JAN/USAN/INN) &lt;JP/US&gt;
D05145	Neramexane mesylate (USAN)
D05146	Nerelimomab (USAN/INN) Monoclonal antibody
D05147	Nesiritide (USAN/INN) &lt;US&gt;
D05148	Nesiritide citrate (USAN)
D05150	Netoglitazone (USAN/INN)
D05152	Netupitant (USAN/INN)
D05156	Nicotine bitartrate (USAN)
D05157	Nicotine polacrilex (USP)
D05173	Nisoxetine (USAN/INN)
D05174	Nisterime acetate (USAN)
D05177	Nitisinone (JAN/USAN/INN) &lt;JP/US&gt;
D05181	Aspirin aluminum (JP17)
D05183	Ulinastatin (JP17) &lt;JP&gt;
D05192	Nitromifene citrate (USAN)
D05194	Nivazol (USAN)
D05196	Noberastine (USAN/INN)
D05200	Nomifensine maleate (USAN)
D05205	Norelgestromin (USP/INN)
D05206	Norepinephrine bitartrate (USP) &lt;US&gt;
D05207	Norethynodrel (USAN)
D05209	Norgestimate (USP/INN)
D05215	Obidoxime chloride (USAN)
D05216	Oblimersen sodium (USAN) Antisense oligonucleotide
D05217	Ocfentanil hydrochloride (USAN)
D05218	Ocrelizumab (USAN) &lt;US&gt; Monoclonal antibody
D05228	Octodrine (USAN/INN)
D05230	Octreotide pamoate (USAN)
D05246	Olmesartan (USAN/INN)
D05249	Olvanil (USAN)
D05251	Omalizumab (USAN/INN) &lt;JP/US&gt; Monoclonal antibody
D05255	Omega-3-acid ethyl esters (USP) &lt;JP/US&gt;
D05258	Serum gonadotrophin (JAN)
D05259	Omeprazole magnesium (USP) &lt;US&gt;
D05261	Omeprazole sodium injection (JAN) &lt;JP&gt;
D05263	Onercept (USAN/INN)
D05266	Oprelvekin (USAN/INN)
D05267	Orbofiban acetate (USAN)
D05269	Oregovomab (USAN/INN) Monoclonal antibody
D05275	Orpanoxin (USAN/INN)
D05276	Pirenzepine hydrochloride hydrate (JP17) &lt;JP&gt;
D05277	Formoterol fumarate hydrate (JP17) &lt;JP/US&gt;
D05278	Oxagrelate (USAN/INN)
D05284	Oxaprotiline hydrochloride (USAN)
D05292	Oxfenicine (USAN/INN)
D05299	Oxilorphan (USAN/INN)
D05306	Oxmetidine hydrochloride (USAN)
D05307	Oxmetidine mesylate (USAN)
D05308	Oxogestone phenpropionate (USAN)
D05312	Oxycodone (USAN/INN)
D05319	Oxyphenbutazone hydrate
D05333	Paclitaxel poliglumex (USAN/INN)
D05338	Palifermin (USAN/INN) &lt;US&gt;
D05339	Paliperidone (JAN/USP/INN) &lt;JP/US&gt;
D05340	Paliperidone palmitate (JAN/USAN) &lt;JP/US&gt;
D05343	Palonosetron hydrochloride (JAN/USP) &lt;JP/US&gt;
D05345	Pamatolol sulfate (USAN)
D05346	Panadiplon (USAN/INN)
D05348	Pancopride (USAN/INN)
D05350	Panitumumab (USAN/INN) &lt;JP/US&gt; Monoclonal antibody
D05353	Pantoprazole (USAN/INN)
D05360	Parapenzolate bromide (USAN/INN)
D05364	Parathyroid hormone (human) (USAN) &lt;US&gt;
D05366	Procaterol hydrochloride hydrate (JP17) &lt;JP&gt;
D05374	Paroxetine hydrochloride (USP) &lt;US&gt;
D05375	Paroxetine mesylate (USAN) &lt;US&gt;
D05377	Pascolizumab (USAN/INN) Monoclonal antibody
D05378	Pazinaclone (USAN/INN)
D05380	Pazopanib hydrochloride (JAN/USAN) &lt;JP/US&gt;
D05385	Pegamotecan (USAN)
D05386	Pegaptanib sodium (JAN/USAN)
D05389	Pegnartograstim (USAN/INN)
D05393	Pegsunercept (USAN)
D05394	Pegvisomant (USAN/INN) &lt;JP/US&gt;
D05395	Pelanserin hydrochloride (USAN)
D05396	Peldesine (USAN)
D05397	Peliglitazar (USAN)
D05399	Pelitinib (USAN/INN)
D05400	Pelitrexol (USAN/INN)
D05418	Pentapiperium methylsulfate (USAN)
D05429	Aminophylline hydrate (JP17) &lt;JP&gt;
D05442	Perhexiline maleate (USAN)
D05446	Pertuzumab (USAN/INN) &lt;JP/US&gt; Monoclonal antibody
D05447	Perzinfotel (USAN/INN)
D05451	Phenbutazone sodium glycerate (USAN)
D05452	Phencarbamide (USAN)
D05453	Phencyclidine hydrochloride (USAN)
D05454	Phenmetrazine hydrochloride (USP)
D05457	Phenprocoumon (USAN/INN)
D05458	Phentermine (USAN/INN)
D05459	Phentermine hydrochloride (USP) &lt;US&gt;
D05462	Oxycodone hydrochloride hydrate (JP17) &lt;JP&gt;
D05466	Phenylpropanolamine polistirex (USAN)
D05471	Piboserod hydrochloride (USAN)
D05474	Piclamilast (USAN/INN)
D05476	Picumeterol fumarate (USAN)
D05478	Pilocarpine nitrate (USP)
D05479	Pimagedine hydrochloride (USAN)
D05480	Pimecrolimus (JAN/USAN/INN) &lt;US&gt;
D05482	Pinacidil (USAN)
D05491	Pirandamine hydrochloride (USAN)
D05498	Piriprost (USAN/INN)
D05499	Piriprost potassium (USAN)
D05500	Piritrexim isethionate (USAN)
D05502	Pirmagrel (USAN/INN)
D05510	Piroxantrone hydrochloride (USAN)
D05511	Piroxicam betadex (USAN)
